order_id,product_id,quantity,unit_price
46,208,5,72607.43
46,243,4,27296.57
46,227,5,9349.05
47,44,1,16943.81
47,172,2,32233.03
47,103,3,2690.62
47,162,5,8657.93
48,134,4,27605.23
49,223,5,76734.76
49,86,4,82661.93
49,5,3,50791.24
50,163,5,21301.01
50,100,5,38609.47
50,228,4,42755.74
51,268,3,68883.12
51,223,4,22218.46
51,295,4,26923.55
52,81,2,76850.89
52,18,2,49070.32
52,280,3,53468.89
53,221,4,2251.68
53,208,1,61103.29
54,37,2,70275.79
55,249,4,66302.22
55,122,3,70787.23
55,168,5,44157.51
55,33,3,68669.82
56,257,2,12308.88
57,220,2,44934.63
57,155,1,41623.77
57,172,5,11524.65
57,221,4,23839.28
58,86,1,67360.42
58,118,4,21378.1
58,35,3,70207.06
59,75,4,83542.24
59,103,5,44499.91
59,109,3,61625.63
60,1,5,81148.91
60,98,2,71676.01
60,9,1,74588.05
60,226,2,58075.59
61,213,4,42327.36
62,299,5,21340.89
62,296,5,41313.0
62,241,5,1646.2
63,291,1,78531.73
63,232,5,72816.73
63,126,4,35744.32
64,221,4,9656.27
65,92,2,51891.77
65,189,2,63607.91
65,118,1,43671.97
65,17,2,22945.54
66,177,5,5282.17
67,266,1,77679.74
67,211,4,2778.72
67,148,2,19762.57
68,295,1,75926.21
68,125,4,39120.32
68,135,2,35597.59
68,160,5,75990.96
69,167,5,17591.49
69,95,1,55533.22
69,256,1,36221.28
70,174,5,24522.05
70,49,1,70863.75
70,215,5,76223.33
70,271,5,3422.45
71,227,5,15690.34
71,55,5,76600.0
71,170,5,44138.41
71,275,2,55771.86
72,203,1,27160.93
73,38,3,81743.4
73,247,3,72115.78
74,33,5,38415.38
75,181,1,50458.7
76,56,4,59638.86
76,92,5,3717.9
77,159,5,79701.8
77,17,5,54798.56
77,278,3,62856.81
77,45,5,65542.84
78,154,1,5991.26
79,153,5,52003.32
80,10,4,38843.87
80,112,1,29746.07
80,172,3,33123.46
80,49,1,11159.7
81,184,2,8376.37
81,137,5,13642.82
81,174,5,52252.11
81,43,5,67129.47
82,185,1,35855.64
82,162,2,46136.73
82,295,2,60291.56
82,88,4,59645.31
83,195,5,56696.6
83,295,4,26078.67
84,133,2,30539.0
84,134,5,26613.18
84,152,2,13341.64
85,30,3,35775.98
85,26,3,54259.81
85,5,5,3374.57
85,157,2,40555.21
86,145,3,84722.35
86,288,4,35447.27
86,229,5,4965.71
86,172,3,16733.28
87,49,4,52994.53
87,187,4,25340.44
87,210,3,21987.56
88,233,5,30638.42
88,261,2,5475.0
89,300,2,20300.7
89,156,3,35056.27
89,131,2,27887.42
89,227,3,75790.76
90,85,5,21476.74
91,231,3,64612.69
91,47,2,44530.81
91,252,1,5117.77
91,155,2,32337.51
92,297,1,16254.65
92,149,3,74382.97
92,93,5,45874.52
92,241,1,80255.38
93,201,1,69000.66
93,82,5,72966.09
93,59,1,12628.54
93,67,1,40155.94
94,288,1,7092.3
95,70,3,32314.12
95,217,3,53963.92
96,118,1,26798.67
96,105,3,53685.1
96,206,5,31994.38
96,270,4,62322.24
97,86,2,27107.36
97,11,1,69097.23
97,263,3,52027.09
98,63,4,7069.54
98,151,4,44249.96
98,55,3,11765.92
98,202,3,41062.78
99,193,1,34668.02
100,114,5,48040.42
101,299,1,44218.34
102,251,1,55244.09
102,1,1,52716.89
102,113,5,68562.57
103,198,3,43133.42
104,131,3,56096.84
104,33,1,63350.17
105,171,3,36166.63
105,20,4,35544.69
105,167,2,17844.24
106,140,1,55621.64
106,211,5,80565.95
107,240,1,23304.35
108,300,1,50781.92
109,217,2,80819.97
109,229,2,76620.83
109,20,2,53410.83
109,135,1,17988.35
110,197,5,2394.07
110,74,1,28869.81
110,274,1,8020.71
110,232,1,17316.06
111,103,3,56359.41
111,173,1,5416.84
111,215,5,34909.0
111,115,4,49250.8
112,262,3,72970.83
112,294,3,58577.34
112,290,3,41544.23
112,263,3,41778.64
113,167,1,12472.23
113,55,3,35005.18
113,150,4,42853.37
113,138,3,7763.25
114,245,3,37875.67
115,277,1,21159.07
116,47,1,34008.31
116,204,3,61018.93
117,140,2,50591.53
118,179,3,23852.26
118,264,4,3652.48
119,22,4,2506.49
119,57,3,15441.53
119,267,4,68466.94
119,82,3,41978.28
120,258,1,69964.82
121,234,1,39307.98
121,58,4,56911.33
121,201,3,24879.71
122,115,1,44248.67
122,262,3,54938.53
122,78,4,22124.78
122,272,3,82699.64
123,229,5,46028.62
123,53,4,70436.04
124,104,1,55976.06
125,156,2,33911.9
125,95,2,16711.61
125,127,1,58849.03
125,8,3,23630.29
126,67,1,48409.81
126,152,4,26950.86
127,122,2,64714.08
127,280,4,42034.63
127,163,2,11941.08
127,232,3,29360.69
128,108,1,22226.33
128,185,4,54257.41
129,107,5,45472.01
129,42,3,33738.19
129,204,4,19296.92
130,131,2,11745.48
130,71,4,82073.03
130,280,4,23356.95
131,202,4,6835.36
131,161,3,61428.87
132,24,1,59416.35
133,248,3,19722.76
134,50,5,6688.78
134,175,5,2792.86
135,72,4,38052.65
135,51,4,37617.71
135,245,2,38080.23
136,180,5,47824.98
136,12,2,75338.61
137,13,2,29526.72
137,84,1,83885.72
138,24,2,55869.31
138,110,1,26672.82
139,201,3,5737.28
139,141,3,33188.1
139,68,1,2894.21
140,273,1,51875.56
140,50,4,65900.11
141,268,3,49289.61
141,289,4,50213.21
141,224,3,84213.24
141,298,2,7011.81
142,230,1,80757.56
142,145,5,73778.91
142,219,4,78754.14
143,61,5,82778.53
143,201,4,51123.62
144,136,1,25802.62
144,211,3,75849.59
144,130,4,31741.99
145,49,4,61555.13
145,148,5,54475.29
145,184,4,14594.5
146,286,1,32381.54
146,182,3,80584.76
147,181,5,61683.32
148,116,4,75460.67
148,18,4,8987.4
148,164,1,57946.97
148,133,3,47456.66
149,17,5,26325.2
149,129,3,44485.16
150,164,2,15631.58
150,216,1,22763.8
150,146,5,26274.39
150,300,3,42858.15
151,278,3,43087.42
151,208,2,81359.39
151,154,5,58673.07
152,51,2,75120.41
152,36,3,26932.65
153,54,3,77804.32
154,280,3,69820.82
154,218,2,67095.69
154,32,2,35089.54
154,278,4,70967.55
155,169,5,75353.38
155,218,2,1848.71
155,147,4,66083.25
156,40,3,81166.15
156,87,4,23747.96
156,89,1,67435.32
156,196,4,55507.99
157,24,3,27271.34
158,181,2,10069.11
158,257,5,12134.32
158,209,2,36049.93
159,136,1,39070.86
159,90,1,33971.45
159,37,4,83957.43
159,75,1,56114.86
160,203,5,74619.36
160,224,3,2753.73
161,67,2,28554.39
161,272,3,56525.7
162,192,2,47682.71
162,281,5,13520.18
162,132,1,48417.53
163,51,3,48728.35
163,72,1,2753.55
163,178,2,11886.33
164,210,4,28126.78
165,80,4,13066.99
165,238,3,29779.96
165,181,4,60164.05
166,63,4,56034.6
166,9,2,39542.25
166,264,4,22674.56
167,157,5,22480.99
168,248,4,23596.83
168,160,5,42659.05
169,31,1,9214.93
169,163,5,3745.03
170,178,3,42588.2
170,132,2,44755.42
170,291,4,45974.82
170,32,4,30710.36
171,84,4,28080.03
172,40,5,56823.37
172,37,1,65934.08
173,177,4,63912.25
173,275,2,1158.63
173,133,2,13525.63
173,70,5,75168.77
174,255,4,59264.56
175,129,4,35294.76
175,266,2,30180.5
176,136,5,13355.69
176,220,1,58418.79
176,150,5,45373.72
177,268,1,56184.77
178,220,2,25745.59
178,73,5,70811.04
179,115,4,10482.83
179,54,3,49206.62
179,70,1,57465.69
179,258,5,21659.45
180,263,2,32611.56
180,47,1,54641.22
180,48,4,74613.36
181,142,4,77779.29
181,297,3,15291.56
181,149,3,72203.78
181,270,5,77430.19
182,176,1,9803.56
182,130,4,73291.98
183,157,4,66374.27
183,174,3,62513.11
183,135,2,55007.9
183,21,1,69862.54
184,10,3,29364.55
185,132,3,31571.52
185,52,1,72023.79
186,165,3,36946.95
186,300,2,66199.15
186,9,2,11941.14
186,222,3,217.78
187,56,3,37044.68
187,125,5,73258.94
188,236,4,65386.7
188,33,1,9783.17
188,287,3,52356.54
188,141,4,62321.53
189,275,3,55562.35
190,135,2,84811.04
191,191,1,3921.99
192,269,5,25803.49
192,23,1,64512.84
192,191,2,15785.1
192,161,2,3795.76
193,49,5,19506.79
193,143,3,83706.12
193,87,3,1744.53
193,234,1,11119.36
194,250,1,68147.04
195,209,3,17232.85
195,88,2,56141.62
195,299,1,13102.71
195,183,4,35550.81
196,149,4,6942.18
196,153,5,48426.72
196,146,5,79783.21
197,128,4,84512.1
197,109,3,44801.43
198,122,2,28798.99
198,101,5,17420.53
198,293,1,65463.88
199,10,1,55111.58
199,127,4,1644.39
199,163,3,80178.77
199,216,5,49017.54
200,150,1,81593.95
201,28,2,48662.41
201,160,3,80489.13
201,111,2,31827.28
202,192,4,19243.77
202,26,4,76815.91
202,267,5,75357.34
203,63,4,12817.95
204,264,2,23524.7
204,142,5,54195.4
204,5,2,31334.1
204,54,5,69339.7
205,195,1,20985.42
205,260,1,1198.94
205,104,5,32898.81
205,215,1,7146.92
206,159,5,4799.08
207,271,4,46010.72
207,213,2,11624.6
208,121,3,80852.82
208,62,5,23251.31
208,119,4,48055.73
209,53,2,54472.12
209,241,5,65949.92
210,158,3,67496.51
210,298,5,80892.67
210,138,3,48470.43
210,3,1,35824.36
211,222,3,50904.31
211,39,3,84561.4
211,256,2,70629.05
212,68,5,69326.64
212,151,3,28093.92
212,166,2,16864.0
212,152,2,37465.53
213,1,4,32633.19
214,206,5,73066.16
214,244,3,15669.59
214,126,4,43188.18
215,80,3,39657.39
216,212,5,11747.61
217,85,2,35910.04
218,26,3,58912.28
218,24,4,37241.32
219,248,2,53635.78
219,74,5,31881.92
220,67,3,8910.77
220,107,3,46289.35
220,179,2,50316.86
220,24,1,10648.42
221,113,3,15039.18
221,175,1,45158.28
221,71,3,42752.42
222,25,4,45188.81
222,165,3,69791.55
222,12,3,34724.52
223,140,5,68870.24
224,283,2,50165.35
224,242,2,1540.97
224,59,3,74091.01
225,140,5,54086.92
225,52,2,1981.4
225,15,4,18422.49
225,159,1,44379.89
226,79,1,83235.66
226,70,1,32683.95
226,220,4,21338.74
226,212,5,63008.84
227,289,2,12535.25
227,133,3,54317.41
227,16,1,4287.96
227,294,2,33709.52
228,33,3,57774.95
228,132,2,53926.93
228,5,5,8279.57
229,42,1,38022.09
229,30,1,80122.51
230,86,5,28290.06
231,90,2,72490.92
231,164,2,52398.71
231,54,4,57420.42
231,171,1,1202.15
232,65,4,41669.76
232,194,1,20696.66
233,186,3,10301.29
233,147,5,7800.0
233,220,2,36326.03
234,178,5,71275.69
234,210,5,79724.38
234,62,4,56211.04
235,264,3,34812.61
235,202,3,3642.55
235,169,2,23752.66
236,115,1,77994.67
236,289,4,57738.66
236,19,4,60142.63
237,279,1,76108.59
237,57,4,56480.9
237,296,4,76012.86
237,124,1,77659.69
238,78,4,8736.2
238,154,5,66169.77
239,194,3,63330.77
239,273,3,40605.66
240,269,4,11532.28
240,257,4,6344.18
240,240,5,3020.42
240,80,1,67285.24
241,157,4,75818.96
241,162,2,8295.38
242,290,4,73290.98
242,163,4,48206.25
242,123,3,57747.5
242,28,3,13467.11
243,65,5,68398.6
243,92,2,5204.77
244,290,4,65146.34
244,293,5,38245.92
244,8,1,4124.07
244,78,3,71121.45
245,285,2,68921.36
245,254,3,36646.54
246,217,5,52632.51
247,111,1,26558.33
248,160,3,56392.84
248,24,4,21932.93
249,98,3,49015.19
249,192,2,64945.14
250,86,2,60337.64
251,234,5,62572.12
251,288,5,84107.57
251,122,5,57341.49
252,178,5,66332.09
252,134,4,76136.06
252,91,4,16151.03
252,69,4,10595.92
253,93,3,6791.67
253,288,4,74923.76
253,10,2,26161.21
254,213,2,52394.49
254,103,1,77147.17
254,274,4,52843.17
254,286,2,73742.23
255,227,4,48553.08
256,36,4,49741.61
257,153,3,42393.48
257,247,1,7117.84
257,185,1,6910.43
257,194,5,62749.56
258,277,4,28044.38
258,184,4,43662.95
258,297,5,43942.65
258,210,4,60009.41
259,228,1,78362.7
259,51,1,3720.04
260,258,2,49995.36
260,176,2,72527.2
260,149,5,23968.57
261,191,2,63478.92
261,41,4,61451.98
262,155,2,50800.3
263,197,3,7707.37
263,145,5,56422.33
264,127,4,51816.53
264,277,4,78482.87
264,117,1,84740.87
265,68,5,9785.79
265,237,4,57583.74
266,53,3,83474.87
266,133,3,23923.15
266,173,3,38815.44
267,149,5,56630.4
267,69,5,72645.55
267,287,3,78334.37
267,299,5,40164.09
268,72,4,16815.44
268,105,5,17994.78
268,161,1,2288.24
268,294,4,79951.61
269,145,5,31553.93
269,252,2,9391.09
269,118,4,69456.62
270,71,1,55034.23
270,207,5,23559.87
271,142,1,47327.57
271,117,1,2704.82
271,100,2,71867.56
271,49,2,36073.78
272,110,3,48698.84
272,280,5,29732.94
272,230,5,4383.94
272,220,1,14667.15
273,17,1,80426.46
273,277,1,54786.71
273,85,5,1680.1
274,300,3,72241.95
274,176,1,80358.59
274,40,3,11151.18
274,80,4,9529.7
275,141,1,62211.28
275,255,4,38545.5
276,35,1,25540.11
276,68,5,79919.71
276,192,3,67181.64
277,282,1,21301.79
277,38,1,72007.66
278,275,5,20007.7
278,120,5,57938.53
279,78,2,44642.44
280,99,5,77310.36
280,50,1,56490.13
280,168,5,46636.25
281,73,3,55634.85
282,144,2,75052.25
283,228,3,65486.38
283,176,3,31577.46
283,180,5,49946.11
284,153,1,46755.83
285,240,5,75335.13
285,243,2,7611.37
286,29,3,16275.8
286,184,2,55030.02
286,284,4,62489.22
287,203,4,66247.18
287,149,2,79506.67
288,299,4,55677.33
288,14,4,35684.54
288,273,3,49257.23
288,28,2,80554.99
289,167,3,44307.75
289,222,1,72334.44
289,242,2,46915.48
289,299,4,66721.74
290,270,4,61216.95
291,143,2,25911.27
291,11,4,21170.62
291,6,2,39036.62
292,24,2,30510.0
292,232,5,65137.93
293,221,1,21396.0
293,195,3,21140.74
294,299,3,32611.42
294,204,2,57375.72
294,163,5,7446.08
295,281,1,22184.54
295,39,4,67158.05
295,117,1,26748.87
295,243,5,46908.33
296,295,4,1970.68
297,189,4,7279.35
297,230,4,83508.37
298,276,1,41143.39
298,80,3,33941.86
299,273,2,9163.79
299,165,3,17242.74
299,290,4,26272.22
300,5,2,4517.62
300,297,3,32780.98
300,294,1,18817.45
300,60,1,18635.12
301,299,5,53786.6
301,230,5,52000.02
301,254,3,24424.33
301,58,1,9256.95
302,71,5,67957.3
303,276,2,68369.67
303,253,2,13302.8
303,222,4,28326.9
304,65,2,56975.76
304,292,2,70000.81
305,4,2,59744.12
305,293,3,4529.93
305,127,3,69523.87
306,184,4,30364.66
306,268,4,74150.73
306,198,4,45554.55
307,235,4,69673.42
307,63,4,11884.67
308,38,3,33689.38
309,158,2,50411.84
309,117,1,14231.22
310,277,4,52193.44
310,95,4,54310.25
311,299,5,79156.07
311,20,1,63694.31
312,148,3,14759.05
312,39,4,69913.89
312,2,2,7811.24
313,266,2,59339.54
313,7,5,14963.12
313,274,1,72966.77
313,259,3,6748.38
314,19,4,35221.74
315,150,4,13894.82
315,152,5,34269.89
315,245,4,586.1
315,129,4,15046.88
316,197,5,81257.14
316,170,2,57667.19
316,126,2,22044.1
317,87,1,55422.73
317,121,2,65813.1
318,27,2,48939.31
319,161,5,6251.22
320,213,5,77677.15
320,16,3,20322.01
320,284,3,47558.6
321,234,1,36844.68
322,235,2,48466.22
322,292,3,42356.15
322,11,4,27048.4
323,60,2,30293.21
323,136,3,6850.89
323,182,4,18623.5
324,191,4,27734.78
324,89,1,6302.04
325,4,5,5580.68
326,141,1,52629.15
326,80,2,45319.73
326,227,2,47904.09
326,132,3,76755.96
327,100,5,43607.28
328,163,3,57768.82
328,80,4,781.47
329,272,3,54966.43
330,103,1,24883.29
330,253,5,49106.81
330,157,4,13726.44
331,63,5,60660.58
331,129,5,432.66
331,252,5,26517.63
331,250,1,60532.24
332,16,5,7167.58
332,98,5,35689.62
332,103,3,26317.27
332,65,4,5047.17
333,78,2,78558.79
333,146,3,74721.26
333,179,3,4634.89
333,100,2,67226.6
334,188,3,46924.69
334,189,4,71907.18
335,258,3,26001.41
336,53,1,69589.49
337,3,5,414.23
337,39,1,10166.53
337,239,1,3829.73
338,192,4,13509.16
338,5,4,9328.43
338,38,1,30935.59
339,289,3,13185.47
339,80,2,17472.92
339,131,1,45135.68
339,288,5,78738.59
340,217,2,20859.82
340,177,2,46588.93
340,233,2,39994.23
340,56,1,27742.8
341,89,5,74700.14
341,273,2,79338.38
341,235,2,28178.9
342,167,5,81601.6
342,168,3,26365.76
342,72,3,73470.2
342,241,5,58089.76
343,48,3,54982.58
343,281,3,15884.39
343,30,4,83450.04
343,22,5,42051.9
344,194,5,79852.11
344,234,4,82468.03
344,211,3,65564.04
344,282,2,1996.93
345,36,2,2267.58
345,54,3,80470.23
345,78,1,3740.12
346,99,1,32935.04
347,270,2,49648.75
347,43,2,22731.43
348,149,1,80813.41
349,282,3,63333.24
349,26,4,66332.22
349,84,1,8121.68
350,170,4,44719.27
350,70,2,66634.59
351,263,1,51831.19
351,272,5,22227.64
352,72,1,16851.76
352,169,3,10158.13
352,62,4,75358.95
352,97,2,9311.52
353,161,2,79770.71
353,17,2,34201.41
353,286,5,45900.78
354,27,3,52863.98
355,54,3,43154.89
355,292,1,39656.2
355,187,4,16054.25
355,101,1,28686.08
356,91,5,13680.38
357,42,5,36787.81
357,207,1,19565.71
357,297,3,73616.51
358,189,5,75666.8
358,31,2,2915.24
359,208,2,35809.29
360,201,5,51573.32
360,35,4,39462.05
360,127,3,34833.38
360,138,1,78549.72
361,62,2,59052.03
361,95,2,67139.19
361,223,3,29681.67
362,66,5,13488.21
363,230,1,1706.93
363,96,2,69978.26
363,254,2,35855.57
363,88,5,17290.25
364,96,5,32207.86
364,138,1,61623.12
365,45,2,12332.44
365,72,5,64056.77
365,150,2,20373.91
365,211,3,82193.08
366,161,2,80264.8
367,52,5,10355.46
368,84,4,48404.28
368,72,1,47951.91
368,209,4,63595.66
369,17,2,69254.43
370,211,5,49470.54
371,30,1,78022.42
371,239,4,61494.03
371,2,5,18970.77
372,287,1,29844.81
373,144,5,31639.96
373,225,3,76199.99
374,60,4,50081.45
374,41,5,31283.33
374,57,5,43650.35
375,72,2,59845.61
375,96,3,78790.74
376,221,2,34812.41
376,24,5,3433.61
377,93,1,65709.64
377,49,5,6092.92
377,80,2,73547.85
377,117,3,2191.47
378,289,1,11675.46
379,75,2,22907.63
379,30,3,48228.32
379,1,4,19777.89
379,96,5,44644.57
380,153,4,67249.62
380,300,1,26932.85
380,42,4,41676.69
381,104,3,35456.09
381,134,3,76330.35
381,274,3,17635.29
381,282,1,64538.25
382,240,4,6440.04
382,101,4,27832.9
382,93,3,83821.94
382,190,3,66217.71
383,185,2,1730.42
383,129,3,80139.82
383,201,1,5961.48
383,143,5,52653.28
384,170,2,30245.03
384,262,1,65953.56
385,122,5,77047.28
385,226,4,81050.48
385,299,3,34306.88
386,102,1,76549.21
386,152,4,24261.73
386,121,3,49315.14
386,239,2,7228.97
387,282,4,53436.02
388,115,1,56450.91
389,133,3,28259.12
389,181,5,58630.03
390,19,2,62167.51
391,126,5,73571.67
391,189,3,67783.76
392,106,3,77494.82
392,128,5,80867.16
392,70,2,24867.33
393,16,5,60922.18
394,248,1,10976.75
394,268,1,31169.32
395,236,5,2700.94
395,49,4,45546.22
395,283,5,41379.14
396,270,2,60163.69
397,57,2,82917.84
397,125,4,44862.89
397,83,3,66870.41
397,142,3,55028.61
398,38,2,26904.64
399,288,1,2556.05
400,127,4,16505.0
401,118,2,8976.75
402,8,1,53948.1
402,120,3,31745.45
402,55,2,48944.2
403,139,2,7367.05
404,255,2,59292.4
405,45,1,63190.17
406,264,5,38806.16
406,232,2,6856.52
407,69,5,5930.37
407,6,2,48076.16
407,18,4,53342.19
408,51,3,72245.15
408,222,1,11804.73
408,195,1,36136.99
409,210,5,4212.06
409,107,4,61428.12
409,258,4,11154.49
409,51,5,19203.74
410,42,1,29194.47
410,18,2,54954.92
410,251,3,48816.4
411,118,5,80648.28
411,194,3,6815.42
411,242,4,25150.46
411,228,1,43108.48
412,162,3,27129.63
412,115,2,73358.52
412,23,1,1532.78
413,33,5,53226.31
413,222,4,62318.33
413,108,4,35697.85
414,254,1,68357.33
415,118,5,26062.33
415,236,1,47570.64
415,47,2,56987.09
415,233,1,37943.86
416,89,1,23654.07
416,59,4,35189.79
416,139,5,49469.72
417,39,5,1068.52
418,127,3,15455.48
418,122,1,63245.33
418,284,2,70321.69
418,168,5,78947.03
419,223,1,53626.16
420,277,4,58960.63
420,46,2,65734.4
420,174,1,55863.93
421,145,5,63921.87
421,135,3,83815.96
422,180,2,4488.82
422,172,3,62152.44
423,169,2,27430.27
424,293,1,80874.46
424,243,2,41192.41
424,111,3,81084.05
424,48,2,44170.09
425,215,3,26291.42
425,258,5,16948.48
425,174,2,39688.96
426,69,5,57127.83
426,242,2,51583.87
427,37,2,59090.68
427,240,3,51127.93
427,246,2,18469.22
427,63,3,81948.08
428,282,3,82393.39
429,55,3,81544.81
429,17,4,6466.82
429,185,1,4028.89
429,102,1,79377.76
430,124,3,70782.02
430,256,3,58681.03
430,249,5,26741.89
430,21,2,73410.47
431,240,4,63765.12
432,63,1,16050.72
432,216,5,12194.79
433,197,2,20570.01
433,74,2,57790.31
433,208,5,19375.77
433,116,1,50021.98
434,3,4,63546.93
434,243,1,2069.79
434,209,3,65289.23
434,147,5,48364.27
435,283,1,54809.26
436,210,1,79155.86
437,253,1,47901.68
437,290,5,53185.67
437,296,3,46080.82
438,139,5,21813.53
438,276,3,35360.17
438,126,3,18989.12
439,167,5,55600.71
439,46,1,64230.86
439,20,1,49198.77
439,47,1,72639.61
440,81,3,81175.73
440,154,4,33715.75
440,198,5,65639.5
441,190,3,6913.11
441,166,5,53753.35
441,23,5,62430.94
441,294,3,83281.41
442,61,2,44701.4
442,292,1,36903.52
442,164,4,46090.94
442,189,3,22750.23
443,51,3,24689.25
443,180,1,66153.86
443,269,2,22652.75
444,88,2,10885.98
444,42,1,64286.4
444,44,5,42964.96
445,30,5,84687.49
446,267,1,54097.03
446,61,4,47066.7
447,280,4,33273.5
447,86,5,11954.7
447,196,4,11804.47
447,251,1,2351.78
448,207,2,73381.77
448,213,3,11694.9
448,118,5,34897.71
449,174,3,72301.66
449,89,2,19594.2
449,254,1,49909.57
450,258,5,16051.7
450,155,4,15074.41
450,54,2,64544.6
450,80,2,75417.27
451,208,2,36341.26
451,60,4,26904.01
452,286,2,29333.69
452,247,3,45277.96
452,149,3,62851.1
452,65,2,26374.44
453,234,5,12973.31
453,76,1,61739.58
453,22,4,71224.17
454,107,4,36682.33
455,54,1,47221.56
455,139,2,5678.37
455,186,1,82500.37
455,294,1,11334.73
456,261,3,31030.09
457,115,4,30925.61
457,250,2,80883.82
458,97,4,2033.4
459,53,2,74155.6
460,250,4,49054.68
460,151,4,37196.87
461,191,1,8856.24
461,108,3,72414.28
461,8,2,69954.91
462,205,1,79599.42
462,159,2,24022.86
462,242,5,3129.87
462,37,2,6220.34
463,51,1,19955.37
464,292,2,75850.8
464,18,2,17100.06
464,68,2,41467.32
465,127,1,11573.86
465,178,2,64891.89
465,38,5,54468.12
465,36,5,48663.61
466,252,1,43461.8
466,210,3,56704.63
466,10,4,59087.73
467,210,2,65813.23
467,222,4,20930.08
467,56,4,81876.04
467,120,2,63595.57
468,66,4,69277.47
468,267,5,79787.89
468,154,1,3934.26
468,68,3,47245.89
469,242,5,6176.17
469,262,2,77148.45
469,179,5,36661.43
469,107,5,10470.13
470,60,1,84751.4
470,228,5,68052.89
470,247,5,68478.67
471,140,1,18591.28
471,102,2,66609.77
471,51,4,10569.11
472,169,1,6335.38
472,60,2,7634.65
473,116,4,44140.57
473,166,5,27208.77
473,254,5,18745.16
473,170,4,74252.5
474,120,5,13365.67
474,294,1,35226.23
474,128,1,77219.35
474,138,5,47230.63
475,271,4,35647.18
475,168,4,16954.66
475,143,2,78680.78
476,3,4,73185.06
476,285,4,12455.77
476,96,4,77664.45
476,94,1,39694.05
477,208,1,55998.25
477,66,4,23270.54
477,72,3,62710.98
478,178,2,60084.95
478,190,1,14162.0
479,277,2,45616.44
479,169,4,50260.31
479,204,3,80057.51
479,262,3,48839.83
480,197,3,51134.13
480,58,1,32230.58
481,281,3,56657.22
482,194,1,57118.89
483,35,2,8731.3
483,162,3,954.21
483,125,4,68214.27
484,106,4,590.34
484,99,5,20704.78
484,234,4,31668.4
485,135,5,73346.68
485,284,5,83099.27
486,88,3,77017.72
487,152,4,70206.13
487,11,4,7149.48
487,93,3,68053.59
487,107,3,52387.44
488,280,1,49831.85
489,299,4,21659.33
489,96,5,40937.99
489,199,4,59432.37
489,69,2,20930.67
490,37,1,37368.96
491,182,4,44358.44
491,228,2,69820.88
491,164,1,22794.58
492,143,4,68704.66
492,254,3,79365.98
492,50,4,50859.31
493,55,5,71015.47
493,113,5,59032.33
494,16,2,73515.06
494,204,2,55982.37
494,157,1,33058.14
495,67,5,64605.95
496,29,2,49091.27
496,282,5,23719.24
496,252,2,35428.45
496,276,3,37745.45
497,19,5,7297.12
497,21,5,2452.38
498,24,3,13526.69
